lon,lat,park_name,type,phone,emenities,state,city
-86.422,39.335,Morgan - Monroe State Forest,SP,765.342.4026,NH ND VT DW NS NR L$ ,IN,Martinsville
-85.616,40.106,Mounds State Park,SP,765.642.6627,E DP DW SH RS ,IN,Anderson
-86.29,38.196,OBannon Woods State Park,SP,812.738.8232,E DP SH RS ,IN,Corydon
-85.123,40.725,Ouabache State Park,SP,260.824.0926,E DP 40ft DW SH RS ,IN,Bluffton
-85.271,41.681,Pigeon River State Fish and Wildlife Area,SP,260.367.2164,NH ND NS NR ,IN,Mongo
-85.022,41.708,Pokagon State Park,SP,260.833.2012,E DP DW SH RS ,IN,Angola
-86.35,41.537,Potato Creek State Park,SP,574.656.8186,E DP DW SH RS ,IN,North Liberty
-86.832,40.503,Prophetstown State Park,SP,756.567.4919,WES DP DW SH RS ,IN,Battle Ground
-87.075,39.734,Raccoon - Cecil M. Harden Lake,SP,765.344.1412,E DP SH RS L$ ,IN,Rockville
-86.661,38.062,Saddle Lake Rec Area,NF,812.547.7051/812.275.5987,NH ND NW NS NR N$ ,IN,Tell City
-85.629,40.768,Salamonie State Lake - Lost Bridge West SRA,SP,260.782.2181,E FT SH RS ,IN,Lagro
-87.076,39.931,Shades State Park,SP,765.435.2810,NH DP DW SH RS ,IN,Waveland
-87.232,39.165,Shakamak State Park,SP,812.665.2158,E DP DW SH RS ,IN,Jasonville
-86.412,38.733,Spring Mill State Park,SP,812.849.4129,E DP DW SH RS ,IN,Mitchell
-86.564,38.485,Springs Valley Rec Area,NF,812.547.7051/812.275.5987,NH ND NS NR ,IN,Paoli
-85.303,40.026,Summit Lake State Park,SP,765.766.5873,E DP DW SH RS ,IN,New Castle
-86.578,41.107,Tippecanoe River State Park,SP,574.946.3213,E DP SH RS ,IN,Winamac
-86.643,38.134,Tipsaw,NF,812.547.7051/812.275.5987,E DP DW SH RS ,IN,Saint Croix
-87.202,39.882,Turkey Run State Park,SP,765.597.2635,E DP 40ft DW SH RS ,IN,Marshall
-85.229,39.078,Versailles State Park,SP,812.689.6424,E DP SH RS ,IN,Milan
-84.942,39.612,Whitewater Memorial State Park,SP,765.458.5565,E DP 40ft DW SH RS ,IN,Liberty
-87.517,40.971,Willow Slough State Fish and Wildlife Area,SP,219.285.2704,NH DW SH NR ,IN,Morocco
-86.339,39.186,Yellowwood State Forest,SP,812.988.7945,NH ND NS NR ,IN,Nashville
-95.174,39.632,Atchison State Fishing Lake,SP,913.367.7811,NH ND NS RS L$ ,KS,Atchison
-99.732,38.808,Cedar Bluff State Park - North Shore,SP,785.726.3212,E DP SH RS ,KS,Ellis
-99.764,38.772,Cedar Bluff State Park - South Shore,SP,785.726.3212,RS ,KS,Brownell
-97.79,37.753,Cheney State Park - East Shore,SP,316.542.3664,RS ,KS,Mt.Hope
-97.832,37.724,Cheney State Park - West Shore,SP,316.542.3664,E DP DW SH RS ,KS,Cheney
-101.894,37.119,Cimarron,NF,620.697.4621/719.545.8737,NH ND NS NR ,KS,Elkhart
-95.354,38.942,Clinton State Park,SP,785.842.8562,E 40ft RS ,KS,Lawrence
-94.664,37.476,Crawford State Fishing Lake,SP,602.362.3671,E RS ,KS,Farlington
-94.813,37.644,Crawford State Park,SP,620.362.3671,E DP RS ,KS,Farlington
-95.747,38.536,Eisenhower State Park,SP,785.528.4102,E 60ft DW SH RS ,KS,Osage City
-96.786,37.833,El Dorado State Park,SP,316.321.7180,E 40ft SH RS ,KS,El Dorado
-95.771,37.256,Elk City State Park,SP,620.331.6295,RS ,KS,Independence
-96.097,37.652,Fall River State Park,SP,620.637.2213,E SH RS ,KS,Toronto
-96.854,38.894,Geary State Fishing Lake,SP,785.461.5402,NH N$ ,KS,Junction City
-98.325,39.503,Glen Elder State Park,SP,785.545.3345,E DP SH RS ,KS,Glen Elder
-94.888,38.665,Hillsdale State Park,SP,913.783.4507,40ft RS ,KS,Paola
-95.943,37.754,Holliday Hill - Cross Timbers State Park,SP,620.637.2213,RS ,KS,Toronto
-97.991,38.667,Horsethief - Kanopolis State Park,SP,785.546.2565,E RS ,KS,Marquette
-98.282,39.698,Jewell State Fishing Lake,SP,785.545.3345,NH ND PT NS ,KS,Jewell
-97.975,38.604,Langley Point - Kanopolis State Park,SP,785.546.2565,E ,KS,Marquette
-94.673,38.511,Louisburg Middle Creek State Fishing Lake,SP,913.783.4507,NH ND NW NS ,KS,Louisburg
-98.051,39.905,Lovewell State Park,SP,785.753.4971,E SH RS ,KS,Webber
-95.91,37.772,Manns Cove - Cross Timbers State Park,SP,620.637.2213,NH NS ,KS,Toronto
-97.472,38.476,McPherson State Fishing Lake,SP,620.628.4592,NH RS ,KS,Canton
-100.438,37.164,Meade State Park,SP,620.873.2572,E RS ,KS,Meade
-96.9,39.101,Milford State Park,SP,785.238.3014,E DW SH RS ,KS,Milford
-97.558,39.105,Ottawa State Fishing Lake,SP,785.546.2279,NH RS ,KS,Minneapolis
-95.485,39.144,Perry State Park,SP,785.246.3449,E DW SH RS ,KS,Ozawkie
-95.581,38.654,Pomona State Park,SP,785.828.4933,E RS ,KS,Vassar
-99.951,39.807,Prairie Dog State Park,SP,785.877.2953,E DP DW SH RS ,KS,Norton
-100.918,38.668,Scott State Park,SP,620.872.2061,,KS,Scott City
-95.812,39.217,Shawnee State Fishing Lake,SP,913.845.2665,NH ND NS ,KS,Silver Lake
-100.236,39.36,Sheridan State Fishing Lake,SP, ,NH ND VT NS ,KS,Hoxie
-95.942,37.775,Toronto Point - Cross Timbers State Park,SP,620.637.2213,E DW SH ,KS,Toronto
-96.589,39.256,Tuttle Creek State Park,SP,785.539.7941,E DP RS ,KS,Manhattan
-94.756,36.802,Twin Bridges State Rec Area,SP,918.542.6969,,KS,
-99.449,39.41,Webster State Park,SP,785.425.6775,WE ND DW NS RS ,KS,Stockton
-98.495,38.909,Wilson State Park,SP,785.658.2465,E RS ,KS,Sylvan Grove
-82.515,42.658,Algonac State Park,SP,810.765.5605,E DP DW SH RS ,MI,Marine City
-84.465,45.524,Aloha State Park,SP,231.625.2522,E DP DW SH RS ,MI,Cheboygan
-83.836,42.507,Appleton Lake - Brighton Rec Area,SP,810.229.6566,NH VT RS ,MI,Brighton
-86.838,46.394,Autrain Lake,NF,906.387.2512/906.789.4062,NH RS PA ,MI,Au Train
-88.501,46.761,Baraga State Park,SP,906.353.6558,E DP DW SH RS ,MI,Baraga
-83.908,43.667,Bay City State Park,SP,989.684.3020,E DP 50ft DW SH RS ,MI,Bay City
-86.708,46.442,Bay Furnace,NF,906.387.2512/906.789.4062,NH DP VT DW NS RS PA ,MI,Munising
-84.78,46.45,Bay View,NF,906.635.5311/906.789.4062,NH ND VT DW NS RS PA ,MI,Raco
-86.031,44.148,Bear Track,NF,/231.775.2421,NH NR ,MI,Irons
-85.89,43.669,Benton Lake,NF,231.745.4631/231.775.2421,NH NR ,MI,White Cloud
-88.428,46.092,Bewabic State Park,SP,906.875.3324,E DP DW SH RS ,MI,Crystal Falls
-83.846,42.502,Bishop Lake - Brighton Rec Area,SP,810.229.6566,E FT DW SH RS ,MI,Pinckney
-90.052,46.664,Black River Harbor,NF,906.932.1330/906.932.1330,NH DP RS ,MI,Ironwood
-88.914,46.662,Bob Lake,NF,906.884.2085/906.932.1330,NH ND VT DW NS NR ,MI,Mass City
-89.673,46.359,Bobcat Lake,NF,906.932.1330/906.932.1330,NH NR ,MI,Marenisco
-85.94,43.888,Bowman Bridge,NF,231.745.4631/231.775.2421,NH RS PA ,MI,Baldwin
-84.972,46.008,Brevort Lake,NF,906.643.7900/906.789.4062,NH DP RS ,MI,Moran
-84.556,46.413,Brimley State Park,SP,906.248.3422,E DP 50ft DW SH RS ,MI,Brimley
-85.69,43.639,Brush Lake,NF,231.745.4631/231.775.2421,NR L$ ,MI,White Cloud
-89.053,46.314,Burned Dam,NF,906.358.4551/906.932.1330,NH ND NS NR N$ ,MI,Watersmeet
-84.619,45.401,Burt Lake State Park,SP,231.238.9392,E DP 45ft DW SH RS ,MI,Indian River
-86.549,46.059,Camp Seven Lake,NF,906.341.5666/906.789.4062,NH ND VT DW NS RS PA L$ ,MI,Rapid River
-84.721,46.032,Carp River,NF,906.643.7900/906.789.4062,NH ND VT DW NS RS ,MI,St. Ignace
-84.418,45.658,Cheboygan State Park,SP,231.627.2811,E DP DW SH RS ,MI,Cheboygan
-84.18,45.133,Clear Lake State Park,SP,989.785.4388,E DP DW SH RS ,MI,Atlanta
-86.436,46.221,Colwell Lake Rec Area,NF,906.341.5666/906.789.4062,E DP VT DW NS RS PA L$ ,MI,Munising
-85.901,43.758,Condon Lake,NF,231.745.4631/231.775.2421,NH ND NS NR N$ ,MI,Bitely
-86.561,46.195,Cookson Lake,NF,906.387.2512/906.789.4062,NH ND VT NW NS RS PA ,MI,Munising
-86.609,46.153,Corner Lake Rec Area,NF,906.387.2512/906.789.4062,NH ND VT DW NS NR ,MI,Munising
-88.94,46.752,Courtney Lake,NF,906.884.2085/906.932.1330,NH ND VT DW NS NR ,MI,Mass City
-86.02,44.899,D. H. Day - Sleeping Bear Dunes National Lakeshore,NP,231.334.4634,NH NR ,MI,Empire
-85.453,42.617,Deep Lake - Yankee Springs State Rec Area,SP,269.795.9081,NH NR ,MI,Middleville
-85.934,44.203,Dorner Lake,NF,/231.775.2421,NH ND NS NR ,MI,Wellston
-85.997,44.132,Driftwood Valley,NF,/231.775.2421,NH NR ,MI,Irons
-86.668,45.712,Fayette State Park,SP,906.644.2603,E RS ,MI,Garden
-85.314,45.305,Fishermans Island State Park,SP,231.547.6641,RS ,MI,Charlevoix
-86.707,45.937,Flowing Well Recreation Area,NF,906.341.5666/906.789.4062,NH ND VT DW NS RS PA L$ ,MI,Rapid River
-84.75,45.933,Foley Creek,NF,906.643.7900/906.789.4062,NH ND 60ft VT DW NS RS ,MI,St. Ignace
-85.338,42.335,Fort Custer State Rec Area,SP,269.731.4200,E DP 40ft DW SH RS ,MI,Augusta
-87.87,47.467,Fort Wilkins State Park,SP,906.289.4215,E DP DW SH RS ,MI,Copper Harbor
-83.847,44.621,Gabions,NF,989.826.3252/231.775.2421,NH ND VT NW NS NR L$ ,MI,Glennie
-85.92,43.871,Gleasons Landing,NF,231.745.4631/231.775.2421,NH ND NS RS ,MI,Baldwin
-88.883,46.172,Golden Lake,NF,906.265.5139/906.932.1330,NH NR ,MI,Iron River
-86.545,46.072,Gooseneck Lake,NF,906.341.5666/906.789.4062,NH ND VT NW NS NR ,MI,Rapid River
-85.88,44.26,Government Landing,NF,/231.775.2421,NH ND VT NW NS NR N$ ,MI,Brethren
-86.245,43.056,Grand Haven State Park,SP,616.798.3711,RS ,MI,Grand Haven
-84.072,42.364,Green Lake - Waterloo State Rec Area,SP,734.475.8307,NH RS ,MI,Chelsea
-85.518,42.617,Gun Lake - Yankee Springs State Rec Area,SP,269.795.9081,E DP RS ,MI,Middleville
-83.293,44.649,Harrisville State Park,SP,989.724.5126,E DW SH RS ,MI,Harrisville
-84.67,44.735,Hartwick Pines State Park,SP,989.348.7068,E DP 50ft DW SH RS ,MI,Grayling
-85.504,44.233,Hemlock,NF,/231.775.2421,NH NR ,MI,Cadillac
-89.79,46.332,Henry Lake,NF,906.932.1330/906.932.1330,NH NR ,MI,Marenisco
-85.889,43.771,Highbanks,NF,231.745.4631/231.775.2421,NH ND NS NR ,MI,Bitely
-83.606,42.634,Highland State Rec Area,SP,248.889.3750,RS L$ ,MI,White Lake
-83.883,45.465,Hoeft State Park,SP,989.734.2543,E DP DW SH RS ,MI,Rogers City
-86.272,43.14,Hoffmaster State Park,SP,231.798.3711,E DP 50ft DW SH RS ,MI,Norton Shores
-86.208,42.774,Holland State Park,SP,616.399.9390,E 45ft SH RS ,MI,Holland
-83.525,42.823,Holly State Rec Area,SP,248.634.8811,E DP SH RS ,MI,Holly
-83.765,44.601,Horseshoe Lake,NF,/231.775.2421,NH ND NS NR ,MI,Curran
-86.701,46.291,Hovey Lake Camping Area,NF,906.387.2512/906.789.4062,NH ND NW NS NR N$ ,MI,Munising
-85.616,43.696,Hungerford Lake,NF,231.745.4631/231.775.2421,NH NR ,MI,Big Rapids Twp.
-86.165,46.667,Hurricane River - Pictured Rocks National Lakeshor,NP,906.387.3700,NH ND NS NR ,MI,Munising
-89.071,46.218,Imp Lake,NF,906.358.4551/906.932.1330,NH NR ,MI,Watersmeet
-85.822,43.672,Indian Lake,NF,231.745.4631/231.775.2421,NH ND PT NW NS NR L$ ,MI,White Cloud
-86.404,46.155,Indian River,NF,906.341.5666/906.789.4062,NH ND VT DW NS NR L$ ,MI,Manistique
-85.759,44.623,Interlochen State Park,SP,231.276.9511,RS ,MI,Interlochen
-85.134,42.93,Ionia State Rec Area,SP,616.527.3750,E DP 45ft DW SH RS ,MI,Saranac
-84.142,44.51,Island Lake - Mio,NF,989.826.3252/231.775.2421,NH ND VT DW NS NR ,MI,
-86.651,46.271,Island Lake - Munising,NF,906.387.2512/906.789.4062,NH NR ,MI,Wetmore
-87.369,45.389,J.W. Wells State Park,SP,906.863.9747,E DP DW SH RS ,MI,Stephenson
-83.597,44.678,Jewell Lake,NF,/231.775.2421,NH NR ,MI,Barton City
-84.58,44.633,Kneff Lake,NF,989.826.3252/231.775.2421,NH NR ,MI,Grayling
-89.571,46.46,Lake Gogebic State Park,SP,906.842.3341,E DP DW SH RS ,MI,Marenisco
-84.254,41.828,Lake Hudson State Rec Area,SP,517.445.2265,E RS ,MI,Clayton
-84.968,45.983,Lake Michigan,NF,906.643.7900/906.789.4062,NH ND DW NS RS ,MI,St. Ignace
-86.423,44.118,Lake Michigan Rec Area,NF,/231.775.2421,NH RS PA ,MI,Free Soil
-88.76,46.081,Lake Ottawa,NF,906.265.5139/906.932.1330,NH DP NR ,MI,Iron River
-88.723,46.393,Lake Ste. Kathryn,NF,906.852.3500/906.932.1330,NH NR ,MI,Trout Creek
-82.497,43.124,Lakeport State Park,SP,810.327.6224,E DP 50ft DW SH RS ,MI,Fort Gratiot Twp.
-89.493,46.272,Langford Lake,NF,906.932.1330/906.932.1330,NH NR ,MI,Watersmeet
-85.547,45.21,LeeIanau State Park,SP,231.386.5422,NH RS ,MI,Northport
-86.45,46.164,Little Bass Lake,NF,906.341.5666/906.789.4062,NH ND VT DW NS NR L$ ,MI,Manistique
-86.983,45.839,Little Bay De Noc Rec Area,NF,906.341.5666/906.789.4062,NH RS PA ,MI,Rapid River
-86.363,46.558,Little Beaver Lake  - Pictured Rocks National Lake,NP,906.387.2607,NH ND NS NR ,MI,Munising
-86.505,44.033,Ludington State Park,SP,231.843.2423,E DP DW SH RS ,MI,Free Soil
-84.272,44.675,Luzerne Trail Camp,NF, ,NR ,MI,Luzerne
-86.53,46.07,Lyman Lake,NF,906.341.5666/906.789.4062,NH ND VT NW NS NR ,MI,Rapid River
-84.064,44.578,Mack Lake,NF,989.826.3252/231.775.2421,NH ND VT NS NR ,MI,Mio
-89.093,46.268,Marion Lake 1,NF,906.358.4551/906.932.1330,NH ND NS NR ,MI,Watersmeet
-89.083,46.267,Marion Lake 2,NF,906.358.4551/906.932.1330,NH NR ,MI,Watersmeet
-88.609,47.237,McLain State Park,SP,906.482.0278,E DP SH RS ,MI,Hancock
-86.44,43.783,Mears State Park,SP,231.869.2051,E DP DW SH RS ,MI,Pentwater
-83.357,42.945,Metamora - Hadley Rec Area,SP,810.797.4439,E 50ft DW SH RS ,MI,Metamora
-85.899,43.627,Minnie Pond,NF,231.745.4631/231.775.2421,NH ND NS NR ,MI,White Cloud
-85.453,44.236,Mitchell State Park,SP,231.775.7911,E DP DW SH RS ,MI,Cadillac
-84.639,46.473,Monocle Lake Rec Area,NF,906.635.5311/906.789.4062,NH ND VT DW NS RS ,MI,Bay Mills
-83.62,44.434,Monument,NF,/231.775.2421,NH NR ,MI,Oscoda
-89.604,46.242,Moosehead Lake,NF,906.932.1330/906.932.1330,NH NR ,MI,Marenisco
-83.814,42.509,Murray Lake - Brighton Rec Area,SP,810.229.6566,NH VT RS ,MI,Brighton
-85.629,46.676,Muskallonge Lake State Park,SP,906.658.3338,E DP DW SH RS ,MI,Newberry
-86.356,43.262,Muskegon State Park,SP,231.744.3480,E DW SH RS ,MI,Muskegon
-85.585,43.505,Newaygo State Park,SP,231.856.4452,NH RS L$ ,MI,Newaygo
-85.904,43.723,Nichols Lake,NF,231.745.4631/231.775.2421,NH NR ,MI,Bitely
-87.385,45.475,North Cedar River State Forest Campground - Escanaba River,SP, ,NR ,MI,Stephenson
-84.763,44.512,North Higgins Lake State Park,SP,989.821.6125,E DP DW SH RS ,MI,Roscommon
-88.682,46.416,Norway Lake,NF,906.852.3500/906.932.1330,NH ND VT DW NS NR ,MI,Sidnaw
-85.852,44.061,Old Grade,NF,231.745.4631/231.775.2421,NH NR ,MI,Irons
-84.228,45.435,Onaway State Park,SP,989.733.8279,E DP DW SH RS ,MI,Onaway
-86.314,44.283,Orchard Beach State Park,SP,231.723.7422,E DP DW SH RS ,MI,Manistee
-83.403,42.886,Ortonville State Rec Area,SP,810.797.4439,NH VT DW NR ,MI,Ortonville
-84.689,44.933,Otsego Lake State Park,SP,989.732.5485,E DP DW SH RS ,MI,Gaylord
-88.674,46.364,Perch Lake,NF,906.852.3500/906.932.1330,NH NR ,MI,Watton
-85.798,44.202,Peterson Bridge,NF,/231.775.2421,NH NR ,MI,Wellston
-86.597,46.229,Petes Lake Recreation Area,NF,906.387.2512/906.789.4062,NH RS PA ,MI,Wetmore
-84.909,45.404,Petoskey State Park,SP,231.347.2311,E DP DW SH RS ,MI,Petoskey
-84.042,42.423,Pinckney State Rec Area,SP,734.426.4913,E DP DW SH RS ,MI,Pinckney
-86.009,44.196,Pine Lake,NF,/231.775.2421,NH NR ,MI,Wellston
-83.599,44.563,Pine River,NF,/231.775.2421,NH NR ,MI,Glennie
-86.116,43.53,Pines Point,NF,231.745.4631/231.775.2421,NH RS ,MI,Hesperia
-86.117,44.716,Platte River - Sleeping Bear National Lakeshore,NP,231.325.5881,E SH RS PA ,MI,Honor
-89.574,46.282,Pomeroy Lake,NF,906.932.1330/906.932.1330,NH NR ,MI,Watersmeet
-83.49,42.687,Pontiac Lake State Rec Area,SP,248.666.1020,E DP 40ft RS ,MI,White Lake Twp.
-83.051,44.007,Port Crescent State Park,SP,989.738.8663,E DP DW SH RS ,MI,Port Austin
-84.242,42.325,Portage Lake - Waterloo State Rec Area,SP,734.475.8307,E DP DW SH RS ,MI,Grass Lake Charter Twp.
-89.979,46.707,Presque Isle - Porcupine Mountains State Park,SP,800.447.2757,NH RS ,MI,Ironwood
-83.529,42.559,Proud Lake State Rec Area,SP,248.685.2433,E 50ft DW SH RS ,MI,
-85.657,44.18,Ravine,NF,/231.775.2421,NH ND NS NR ,MI,Cadillac
-84.028,44.398,Rifle River State Rec Area,SP,989.473.2258,E DP RS ,MI,Lupton
-83.773,44.461,Rollways,NF,/231.775.2421,NH NR ,MI,Hale
-83.664,44.343,Round Lake,NF,/231.775.2421,NH NR ,MI,National City
-85.937,44.167,Sand Lake - Manistee,NF,/231.775.2421,NH DW SH RS PA ,MI,Wellston
-85.896,43.763,Sawkaw Lake,NF,231.745.4631/231.775.2421,NR ,MI,Bitely
-85.81,44.359,Seaton Creek,NF,/231.775.2421,NH NR ,MI,Mesick
-83.648,42.817,Seven Lakes State Park,SP,248.634.7271,E 40ft DW SH RS ,MI,Fenton
-86.494,43.662,Silver Lake State Park,SP,231.873.3083,E DP DW SH RS ,MI,Mears
-83.213,43.98,Sleeper State Park,SP,989.856.4411,E DP DW SH RS ,MI,Caseville
-84.408,42.929,Sleepy Hollow State Park,SP,517.651.6217,45ft RS ,MI,Laingsburg
-84.869,46.351,Soldier Lake Rec Area,NF,906.635.5311/906.789.4062,NH ND VT DW NS RS ,MI,Raco
-84.678,44.423,South Higgins Lake State Park,SP,989.821.6374,E DP 50ft DW SH RS ,MI,Roscommon
-86.332,45.943,South Shore - Indian Lake State Park,SP,906.341.2355,E DP DW SH RS ,MI,Manistique
-88.947,46.505,Sparrow Rapids,NF,906.852.3500/906.932.1330,NH ND NS NR N$ ,MI,Kenton
-83.338,41.92,Sterling State Park,SP,734.289.2715,E DP 50ft DW SH RS ,MI,Monroe
-84.72,45.857,Straits State Park,SP,906.643.8620,E DP DW SH RS ,MI,St Ignace
-88.656,46.57,Sturgeon River,NF,906.852.3500/906.932.1330,NH ND NS NR ,MI,Baraga
-84.122,42.344,Sugarloaf Lake - Waterloo State Rec Area,SP,734.475.8307,E DW SH RS ,MI,Chelsea
-85.103,43.924,Sulak,NF,231.745.4631/231.775.2421,NH ND VT NW NS NR N$ ,MI,Sears
-89.322,46.24,Sylvania - Clark Lake,NF,906.358.4551/906.932.1330,NH DP DW SH NR ,MI,Watersmeet
-85.036,46.555,Tahquamenon Falls 1 State Park,SP,906.492.3415,RS ,MI,Paradise
-85.218,46.605,Tahquamenon Falls 2 State Park,SP,906.492.3415,E DP FT DW SH RS ,MI,Paradise
-83.443,44.255,Tawas Point State Park,SP,989.362.5041,E DP DW SH RS ,MI,East Tawas
-84.979,46.319,Three Lakes,NF,906.635.5311/906.789.4062,NH ND VT DW NS RS ,MI,Sault Ste Mari
-85.996,43.948,Timber Creek,NF,231.745.4631/231.775.2421,NR ,MI,Branch Twp.
-85.551,44.746,Traverse City State Park,SP,231.922.5270,RS ,MI,Traverse City
-86.211,46.643,Twelvemile - Pictured Rocks National Lakeshore,NP,906.387.3700,NH ND NS NR ,MI,Munising
-88.857,46.891,Twin Lakes State Park,SP,906.288.3321,E DP DW SH RS ,MI,Toivola
-86.08,44.258,Udell Rollways,NF,/231.775.2421,NH ND NS NR ,MI,Wellston
-89.64,46.823,Union Bay - Porcupine Mountains State Park,SP,800.447.2757,E DP FT DW SH RS ,MI,Ontonagon
-85.746,43.473,Utley Lake,NF,231.745.4631/231.775.2421,NR ,MI,White Cloud
-86.304,42.335,Van Buren State Park,SP,269.637.2788,E DP 45ft DW SH RS ,MI,South Haven
-87.989,46.526,Van Riper State Park,SP,906.339.4461,E DP DW SH RS ,MI,Champion
-84.131,42.067,W. J. Hayes State Park,SP,517.467.7401,E DP SH RS ,MI,Onsted
-84.148,44.554,Wagner Lake,NF,989.826.3252/231.775.2421,NH NR ,MI,Rose City
-86.595,41.901,Warren Dunes State Park,SP,269.426.4013,E 50ft FT DW RS ,MI,Sawyer
-86.361,45.97,West Shore - Indian Lake State Park,SP,906.341.2355,RS ,MI,Manistique
-86.156,43.911,Whelan Lake,NF,231.745.4631/231.775.2421,NH ND PT NS NR N$ ,MI,Walhalla
-86.627,46.218,Widewaters Rec Area,NF,906.387.2512/906.789.4062,NH ND VT DW NS RS PA ,MI,Munising
-84.9,45.746,Wilderness State Park,SP,231.436.5381,45ft RS ,MI,Carp Lake
-84.807,44.031,Wilson State Park,SP,989.539.3021,E DP DW SH RS ,MI,Harrison
-85.042,45.236,Young State Park,SP,231.582.7523,E DP DW SH RS ,MI,Boyne City
-92.791,44.848,Afton State Park,SP,651.436.5391,RS ,MN,Hastings
-90.818,47.845,Baker Lake,NF,218.663.7280/218.626.4300,NH ND VT NW NS NR N$ ,MN,Tofte
-92.848,46.171,Banning State Park,SP,320.245.2668,E 40ft DW SH RS ,MN,Sandstone
-92.085,47.792,Bear Head Lake State Park,SP,218.365.7229,E DP DW SH RS ,MN,Ely
-91.578,43.64,Beaver Creek Valley State Park,SP,507.724.2107,E DP DW SH RS ,MN,Caledonia
-92.499,47.705,Big Rice Lake,NF,218.229.8800/218.626.4300,NH ND NS NR ,MN,Virginia
-96.513,45.383,Big Stone Lake State Park,SP,320.839.3663,E DP DW SH RS ,MN,Ortonville
-91.781,47.759,Birch Lake,NF,218.365.7600/218.626.4300,NH ND NS RS ,MN,Ely
-96.192,43.717,Blue Mounds State Park,SP,507.283.1307,E DP 40ft DW SH RS ,MN,Luverne
-96.474,46.87,Buffalo River State Park,SP,218.498.2124,E DP 40ft DW SH RS ,MN,Glyndon
-91.917,47.379,Cadotte Lake,NF,218.229.8800/218.626.4300,NH ND NS RS ,MN,Hoyt Lakes
-95.918,44.354,Camden State Park,SP,507.865.4530,E DP DW SH RS ,MN,Lynd
-92.173,44.116,Carley State Park,SP,507.932.3007,RS ,MN,Plainview
-90.531,47.833,Cascade River State Park,SP,218.387.3053,E DP VT NW SH RS N$ ,MN,Lutsen
-94.529,47.38,Cass Lake,NF,218.835.3104/218.335.8600,NH ND DW SH RS ,MN,Cass Lake
-94.392,45.963,Charles Lindbergh State Park,SP,320.616.2525,E DP DW SH RS ,MN,Little Falls
-94.508,47.382,Chippewa Loop,NF,218.835.3104/218.335.8600,E RS ,MN,
-93.577,47.61,Clubhouse,NF,218.246.2123/218.335.8600,NH ND NS RS ,MN,Marcell
-90.772,47.825,Crescent Lake,NF,218.663.7280/218.626.4300,NH ND NS RS PA ,MN,Tofte
-94.335,46.277,Crow Wing State Park,SP,218.825.3075,E DP DW SH RS ,MN,Brainerd
-94.106,47.514,Deer Lake,NF,218.246.2123/218.335.8600,NH ND NS RS ,MN,Deer River
-90.463,47.829,Devil Track Lake,NF,218.387.1750/218.626.4300,NH ND NS NR ,MN,Grand Marais
-90.394,48.037,East Bearskin Lake,NF,218.387.1750/218.626.4300,NH ND NS RS PA ,MN,Grand Marais
-94.096,47.525,East Seelye Bay,NF,218.246.2123/218.335.8600,NH ND VT DW NS NR ,MN,Deer River
-92.491,48.17,Echo Lake,NF,218.666.0020/218.626.4300,NH ND NS RS ,MN,Ely
-91.722,47.952,Fall Lake,NF,218.365.7600/218.626.4300,E ND DW SH RS ,MN,Ely
-93.488,46.145,Father Hennepin State Park,SP,320.676.8763,E DP DW SH RS ,MN,Isle
-91.915,47.996,Fenske Lake,NF,218.365.7600/218.626.4300,NH ND NS RS ,MN,Ely
-94.46,44.295,Flandrau State Park,SP,507.233.9800,E DP DW SH RS ,MN,New Ulm
-90.408,48.053,Flour Lake,NF,218.387.1750/218.626.4300,NH ND NS RS ,MN,Grand Marais
-92.212,43.64,Forestville Mystery Cave State Park,SP,507.352.5111,E DP 50ft FT DW SH RS ,MN,Preston
-94.729,44.452,Fort Ridgely State Park,SP,507.426.7840,E DP DW SH RS ,MN,Fairfax
-94.059,48.642,Franz Jevne State Park,SP,218.783.6252,NH 30ft VT NR ,MN,Birchdale
-92.346,44.533,Frontenac State Park,SP,651.345.3401,E DP DW SH RS ,MN,Frontenac
-91.108,47.505,George Crosby - Manitou State Park,SP,218.226.6365,NH NR ,MN,Silver Bay
-95.53,45.541,Glacial Lakes State Park,SP,320.239.2860,E DP DW SH RS ,MN,Starbuck
-95.678,46.312,Glendalough State Park,SP,218.864.0110,NH FTVT DW SH RS ,MN,Battle Lake
-91.467,47.144,Gooseberry Falls State Park,SP,218.834.3855,NH DP DW SH RS ,MN,Two Harbors
-91.409,43.939,Great River Bluffs State Park,SP,507.643.6849,NH 45ft FT DW SH RS ,MN,Winona
-91.125,47.663,Harriet Lake,NF,218.663.7280/218.626.4300,NR N$ ,MN,Isabella
-95.539,48.634,Hayes Lake State Park,SP,218.425.7504,NH DP DW SH RS ,MN,Roseau
-92.668,45.395,Interstate State Park,SP,651.465.5711,E DP 35ft DW SH RS ,MN,Taylors Falls
-90.615,48.068,Iron Lake,NF,218.387.1750/218.626.4300,NH ND NS RS ,MN,Grand Marais
-95.197,47.234,Itasca State Park,SP,218.266.2100,E DP SH RS ,MN,Park Rapids
-92.367,46.655,Jay Cooke State Park,SP,218.384.4610,E DP 60ft VT DW SH RS ,MN,Carlton
-91.839,44.173,John Latsch State Park,SP,507.643.6849,NH NR L$ ,MN,Winona
-90.082,47.882,Judge Magney State Park,SP,218.387.3039,NH ND SH RS ,MN,Grand Marais
